state,date,home_value,year,month,year_month,civilian_population,labor_force_total,labor_force_participation_rate,employment_total,employment_population_ratio,unemployment_total,unemployment_rate,mortgage_rate,income_2023,income_2024,median_household_income_lagged
North Dakota,2024-07-31,261328.9244745788,2024,7,2024-07,612989.0,425630.0,69.4,415113.0,67.7,10517.0,2.5,6.8475,78773,77871,78773
Alaska,2024-07-31,364349.5660630348,2024,7,2024-07,553946.0,360954.0,65.2,344481.0,62.2,16473.0,4.6,6.8475,89176,95665,89176
District of Columbia,2024-07-31,609386.7317341729,2024,7,2024-07,569244.0,413164.0,72.6,391052.0,68.7,22112.0,5.4,6.8475,111389,109707,111389
Vermont,2024-07-31,397920.2070028745,2024,7,2024-07,544387.0,353868.0,65.0,345583.0,63.5,8285.0,2.3,6.8475,83597,82730,83597
Wyoming,2024-07-31,342698.46221638354,2024,7,2024-07,465310.0,292583.0,62.9,283300.0,60.9,9283.0,3.2,6.8475,74542,75532,74542
California,2024-08-31,782521.6203086107,2024,8,2024-08,31684670.0,19740428.0,62.3,18675475.0,58.9,1064953.0,5.4,6.5,98328,100149,98328
Texas,2024-08-31,309988.4773495138,2024,8,2024-08,24181421.0,15695870.0,64.9,15036721.0,62.2,659149.0,4.2,6.5,78006,79721,78006
Florida,2024-08-31,399890.4973339766,2024,8,2024-08,19057610.0,11124952.0,58.4,10741396.0,56.4,383556.0,3.4,6.5,75465,77735,75465
New York,2024-08-31,472471.9566632952,2024,8,2024-08,16347662.0,9944781.0,60.8,9526402.0,58.3,418379.0,4.2,6.5,84507,85820,84507
Pennsylvania,2024-08-31,270182.0957601741,2024,8,2024-08,10598610.0,6560780.0,61.9,6308807.0,59.5,251973.0,3.8,6.5,75993,77545,75993
Illinois,2024-08-31,266036.24499104434,2024,8,2024-08,10224391.0,6658576.0,65.1,6320073.0,61.8,338503.0,5.1,6.5,82666,83211,82666
Ohio,2024-08-31,228352.8687246236,2024,8,2024-08,9473147.0,5948275.0,62.8,5683993.0,60.0,264282.0,4.4,6.5,69761,72212,69761
Georgia,2024-08-31,340118.379095653,2024,8,2024-08,8818534.0,5432917.0,61.6,5241555.0,59.4,191362.0,3.5,6.5,76825,79991,76825
North Carolina,2024-08-31,337249.23260025465,2024,8,2024-08,8796456.0,5298793.0,60.2,5103539.0,58.0,195254.0,3.7,6.5,72884,73958,72884
Michigan,2024-08-31,244815.72086757296,2024,8,2024-08,8180553.0,5071389.0,62.0,4819832.0,58.9,251557.0,5.0,6.5,71216,72389,71216
New Jersey,2024-08-31,535425.6208729564,2024,8,2024-08,7671084.0,4906661.0,64.0,4677402.0,61.0,229259.0,4.7,6.5,102713,104294,102713
Virginia,2024-08-31,398613.5585017016,2024,8,2024-08,6988456.0,4552984.0,65.2,4417725.0,63.2,135259.0,3.0,6.5,92573,92090,92573
Washington,2024-08-31,595250.5229584957,2024,8,2024-08,6390535.0,4042610.0,63.3,3860937.0,60.4,181673.0,4.5,6.5,97384,99389,97384
Arizona,2024-08-31,437263.2103355062,2024,8,2024-08,6055417.0,3749144.0,61.9,3606424.0,59.6,142720.0,3.8,6.5,79587,81486,79587
Massachusetts,2024-08-31,635263.5950613967,2024,8,2024-08,5911081.0,3933101.0,66.5,3772043.0,63.8,161058.0,4.1,6.5,102792,104828,102792
Tennessee,2024-08-31,332170.40350959694,2024,8,2024-08,5776211.0,3468960.0,60.1,3348254.0,58.0,120706.0,3.5,6.5,69618,71997,69618
Indiana,2024-08-31,240937.7410880376,2024,8,2024-08,5460113.0,3486627.0,63.9,3341344.0,61.2,145283.0,4.2,6.5,71519,71959,71519
Maryland,2024-08-31,421591.193000424,2024,8,2024-08,4980851.0,3247286.0,65.2,3139726.0,63.0,107560.0,3.3,6.5,101577,102905,101577
Missouri,2024-08-31,251326.25671490727,2024,8,2024-08,4952046.0,3150836.0,63.6,3032340.0,61.2,118496.0,3.8,6.5,70558,71589,70558
Wisconsin,2024-08-31,305340.45074140024,2024,8,2024-08,4818196.0,3146428.0,65.3,3051990.0,63.3,94438.0,3.0,6.5,76823,77488,76823
Colorado,2024-08-31,555251.1872693385,2024,8,2024-08,4826355.0,3272972.0,67.8,3132873.0,64.9,140099.0,4.3,6.5,95641,97113,95641
Minnesota,2024-08-31,330512.24688275735,2024,8,2024-08,4610879.0,3144358.0,68.2,3041950.0,66.0,102408.0,3.3,6.5,87586,87117,87586
South Carolina,2024-08-31,303173.6589291937,2024,8,2024-08,4400110.0,2577914.0,58.6,2462227.0,56.0,115687.0,4.5,6.5,69796,72350,69796
Alabama,2024-08-31,232703.64620907,2024,8,2024-08,4102626.0,2364919.0,57.6,2293236.0,55.9,71683.0,3.0,6.5,64040,66659,64040
Louisiana,2024-08-31,210000.46295742743,2024,8,2024-08,3592059.0,2090922.0,58.2,1998650.0,55.6,92272.0,4.4,6.5,59940,60986,59940
Kentucky,2024-08-31,221516.0274176812,2024,8,2024-08,3607589.0,2104458.0,58.3,2000810.0,55.5,103648.0,4.9,6.5,62914,64526,62914
Oregon,2024-08-31,498033.4519573467,2024,8,2024-08,3506043.0,2195285.0,62.6,2100896.0,59.9,94389.0,4.3,6.5,82515,85220,82515
Oklahoma,2024-08-31,212315.34550361935,2024,8,2024-08,3173600.0,2000628.0,63.0,1937101.0,61.0,63527.0,3.2,6.5,63963,66148,63963
Connecticut,2024-08-31,408296.3599132192,2024,8,2024-08,3005529.0,1936144.0,64.4,1871614.0,62.3,64530.0,3.3,6.5,94358,96049,94358
Utah,2024-08-31,516996.0789688008,2024,8,2024-08,2669029.0,1831154.0,68.6,1768984.0,66.3,62170.0,3.4,6.5,96166,96658,96166
Iowa,2024-08-31,217850.913593219,2024,8,2024-08,2552174.0,1711895.0,67.1,1654998.0,64.8,56897.0,3.3,6.5,73532,75501,73532
Nevada,2024-08-31,448278.1748024999,2024,8,2024-08,2620078.0,1646278.0,62.8,1556239.0,59.4,90039.0,5.5,6.5,78608,81134,78608
Arkansas,2024-08-31,214452.0548442436,2024,8,2024-08,2429761.0,1416510.0,58.3,1366994.0,56.3,49516.0,3.5,6.5,60425,62106,60425
Mississippi,2024-08-31,187016.04379875632,2024,8,2024-08,2314287.0,1281499.0,55.4,1239082.0,53.5,42417.0,3.3,6.5,55796,59127,55796
Kansas,2024-08-31,231784.1204850965,2024,8,2024-08,2302971.0,1553705.0,67.5,1496576.0,65.0,57129.0,3.7,6.5,72400,75514,72400
New Mexico,2024-08-31,307517.34445047093,2024,8,2024-08,1703091.0,983469.0,57.7,941646.0,55.3,41823.0,4.3,6.5,64097,67816,64097
Nebraska,2024-08-31,262330.7656427897,2024,8,2024-08,1556361.0,1080959.0,69.5,1050862.0,67.5,30097.0,2.8,6.5,76781,76376,76781
Idaho,2024-08-31,461110.1962551565,2024,8,2024-08,1565586.0,1000682.0,63.9,964442.0,61.6,36240.0,3.6,6.5,77144,81166,77144
West Virginia,2024-08-31,168435.5381063296,2024,8,2024-08,1432996.0,789243.0,55.1,757428.0,52.9,31815.0,4.0,6.5,57591,60798,57591
Hawaii,2024-08-31,848287.0921529647,2024,8,2024-08,1133493.0,684066.0,60.4,664983.0,58.7,19083.0,2.8,6.5,98123,100745,98123
New Hampshire,2024-08-31,483060.85276758205,2024,8,2024-08,1177859.0,772153.0,65.6,751818.0,63.8,20335.0,2.6,6.5,99683,99782,99683
Maine,2024-08-31,400395.32844895805,2024,8,2024-08,1177634.0,709065.0,60.2,687318.0,58.4,21747.0,3.1,6.5,75899,76442,75899
Rhode Island,2024-08-31,472308.2961253791,2024,8,2024-08,921301.0,594377.0,64.5,568027.0,61.7,26350.0,4.4,6.5,87469,83504,87469
Montana,2024-08-31,452252.1897039959,2024,8,2024-08,917939.0,579321.0,63.1,561847.0,61.2,17474.0,3.0,6.5,72885,75340,72885
Delaware,2024-08-31,389253.3060174461,2024,8,2024-08,852938.0,511308.0,59.9,491150.0,57.6,20158.0,3.9,6.5,83751,87534,83751
South Dakota,2024-08-31,302421.39785645,2024,8,2024-08,714578.0,486273.0,68.1,477276.0,66.8,8997.0,1.9,6.5,73920,76881,73920
North Dakota,2024-08-31,262213.5789529485,2024,8,2024-08,613544.0,426197.0,69.5,415553.0,67.7,10644.0,2.5,6.5,78773,77871,78773
Alaska,2024-08-31,364433.4442148441,2024,8,2024-08,554269.0,361241.0,65.2,344680.0,62.2,16561.0,4.6,6.5,89176,95665,89176
District of Columbia,2024-08-31,606648.5152156726,2024,8,2024-08,569517.0,413239.0,72.6,391040.0,68.7,22199.0,5.4,6.5,111389,109707,111389
Vermont,2024-08-31,397495.3846280417,2024,8,2024-08,544448.0,353798.0,65.0,345321.0,63.4,8477.0,2.4,6.5,83597,82730,83597
Wyoming,2024-08-31,344083.1780835959,2024,8,2024-08,465695.0,292485.0,62.8,283054.0,60.8,9431.0,3.2,6.5,74542,75532,74542
California,2024-09-30,784852.161000806,2024,9,2024-09,31697085.0,19739738.0,62.3,18671718.0,58.9,1068020.0,5.4,6.18,98328,100149,98328
Texas,2024-09-30,309722.3487431119,2024,9,2024-09,24215908.0,15723350.0,64.9,15062274.0,62.2,661076.0,4.2,6.18,78006,79721,78006
Florida,2024-09-30,399023.3796024209,2024,9,2024-09,19077471.0,11120132.0,58.3,10735478.0,56.3,384654.0,3.5,6.18,75465,77735,75465
New York,2024-09-30,475312.2795474015,2024,9,2024-09,16352214.0,9945041.0,60.8,9529565.0,58.3,415476.0,4.2,6.18,84507,85820,84507
Pennsylvania,2024-09-30,270574.85436543217,2024,9,2024-09,10602756.0,6551356.0,61.8,6296947.0,59.4,254409.0,3.9,6.18,75993,77545,75993
Illinois,2024-09-30,266813.9682159214,2024,9,2024-09,10228332.0,6657532.0,65.1,6324365.0,61.8,333167.0,5.0,6.18,82666,83211,82666
Ohio,2024-09-30,228760.32781697853,2024,9,2024-09,9478782.0,5953993.0,62.8,5685599.0,60.0,268394.0,4.5,6.18,69761,72212,69761
Georgia,2024-09-30,340178.92975600023,2024,9,2024-09,8827681.0,5429124.0,61.5,5238878.0,59.3,190246.0,3.5,6.18,76825,79991,76825
North Carolina,2024-09-30,337133.5886887146,2024,9,2024-09,8808841.0,5296912.0,60.1,5100699.0,57.9,196213.0,3.7,6.18,72884,73958,72884
Michigan,2024-09-30,245068.0234065997,2024,9,2024-09,8185304.0,5073576.0,62.0,4817108.0,58.9,256468.0,5.1,6.18,71216,72389,71216
New Jersey,2024-09-30,538842.2227160693,2024,9,2024-09,7676240.0,4903661.0,63.9,4673790.0,60.9,229871.0,4.7,6.18,102713,104294,102713
Virginia,2024-09-30,399760.6299381571,2024,9,2024-09,6994638.0,4553411.0,65.1,4416141.0,63.1,137270.0,3.0,6.18,92573,92090,92573
Washington,2024-09-30,596885.7893325003,2024,9,2024-09,6398056.0,4039037.0,63.1,3859896.0,60.3,179141.0,4.4,6.18,97384,99389,97384
Arizona,2024-09-30,436551.2729689901,2024,9,2024-09,6062782.0,3755057.0,61.9,3609058.0,59.5,145999.0,3.9,6.18,79587,81486,79587
Massachusetts,2024-09-30,637603.7029941302,2024,9,2024-09,5913617.0,3935220.0,66.5,3774062.0,63.8,161158.0,4.1,6.18,102792,104828,102792
Tennessee,2024-09-30,331832.5914940979,2024,9,2024-09,5782083.0,3474605.0,60.1,3352089.0,58.0,122516.0,3.5,6.18,69618,71997,69618
Indiana,2024-09-30,241390.6380697723,2024,9,2024-09,5464430.0,3492639.0,63.9,3347169.0,61.3,145470.0,4.2,6.18,71519,71959,71519
Maryland,2024-09-30,422301.1771675491,2024,9,2024-09,4983989.0,3245137.0,65.1,3137947.0,63.0,107190.0,3.3,6.18,101577,102905,101577
Missouri,2024-09-30,251932.34124332023,2024,9,2024-09,4955011.0,3150245.0,63.6,3032217.0,61.2,118028.0,3.7,6.18,70558,71589,70558
Wisconsin,2024-09-30,306018.8131672879,2024,9,2024-09,4821223.0,3146941.0,65.3,3051353.0,63.3,95588.0,3.0,6.18,76823,77488,76823
Colorado,2024-09-30,556198.4317648838,2024,9,2024-09,4829516.0,3274045.0,67.8,3132634.0,64.9,141411.0,4.3,6.18,95641,97113,95641
Minnesota,2024-09-30,331145.7472720692,2024,9,2024-09,4614735.0,3147710.0,68.2,3045245.0,66.0,102465.0,3.3,6.18,87586,87117,87586
South Carolina,2024-09-30,303126.20166021126,2024,9,2024-09,4406611.0,2580056.0,58.5,2464986.0,55.9,115070.0,4.5,6.18,69796,72350,69796
Alabama,2024-09-30,232578.41065022256,2024,9,2024-09,4105691.0,2369298.0,57.7,2296615.0,55.9,72683.0,3.1,6.18,64040,66659,64040
Louisiana,2024-09-30,209060.61267308248,2024,9,2024-09,3593654.0,2090393.0,58.2,1996924.0,55.6,93469.0,4.5,6.18,59940,60986,59940
Kentucky,2024-09-30,221444.0650131373,2024,9,2024-09,3610217.0,2107433.0,58.4,2003457.0,55.5,103976.0,4.9,6.18,62914,64526,62914
Oregon,2024-09-30,498820.7158260779,2024,9,2024-09,3508039.0,2197586.0,62.6,2101654.0,59.9,95932.0,4.4,6.18,82515,85220,82515
Oklahoma,2024-09-30,212600.031581854,2024,9,2024-09,3176301.0,2002153.0,63.0,1939199.0,61.1,62954.0,3.1,6.18,63963,66148,63963
Connecticut,2024-09-30,410063.7935322514,2024,9,2024-09,3007336.0,1938215.0,64.4,1872782.0,62.3,65433.0,3.4,6.18,94358,96049,94358
Utah,2024-09-30,517664.2423757946,2024,9,2024-09,2673155.0,1832233.0,68.5,1770232.0,66.2,62001.0,3.4,6.18,96166,96658,96166
Iowa,2024-09-30,217941.6766738418,2024,9,2024-09,2553648.0,1714009.0,67.1,1655763.0,64.8,58246.0,3.4,6.18,73532,75501,73532
Nevada,2024-09-30,449771.9049688804,2024,9,2024-09,2623399.0,1648253.0,62.8,1558097.0,59.4,90156.0,5.5,6.18,78608,81134,78608
Arkansas,2024-09-30,214535.3175576418,2024,9,2024-09,2431831.0,1418270.0,58.3,1368081.0,56.3,50189.0,3.5,6.18,60425,62106,60425
Mississippi,2024-09-30,186534.137190252,2024,9,2024-09,2315366.0,1285448.0,55.5,1241141.0,53.6,44307.0,3.4,6.18,55796,59127,55796
Kansas,2024-09-30,232787.80625972117,2024,9,2024-09,2304830.0,1555966.0,67.5,1498206.0,65.0,57760.0,3.7,6.18,72400,75514,72400
New Mexico,2024-09-30,308283.54503744066,2024,9,2024-09,1703923.0,984368.0,57.8,942545.0,55.3,41823.0,4.2,6.18,64097,67816,64097
Nebraska,2024-09-30,262826.17398477666,2024,9,2024-09,1557776.0,1082969.0,69.5,1052629.0,67.6,30340.0,2.8,6.18,76781,76376,76781
Idaho,2024-09-30,462171.9846825004,2024,9,2024-09,1568315.0,1001939.0,63.9,965562.0,61.6,36377.0,3.6,6.18,77144,81166,77144
West Virginia,2024-09-30,168749.96746495596,2024,9,2024-09,1433322.0,787891.0,55.0,756389.0,52.8,31502.0,4.0,6.18,57591,60798,57591
Hawaii,2024-09-30,849855.0319534057,2024,9,2024-09,1133750.0,684509.0,60.4,665578.0,58.7,18931.0,2.8,6.18,98123,100745,98123
New Hampshire,2024-09-30,485422.8609289543,2024,9,2024-09,1178746.0,772732.0,65.6,751886.0,63.8,20846.0,2.7,6.18,99683,99782,99683
Maine,2024-09-30,401386.7648344911,2024,9,2024-09,1178479.0,709455.0,60.2,687259.0,58.3,22196.0,3.1,6.18,75899,76442,75899
Rhode Island,2024-09-30,475178.187586248,2024,9,2024-09,921894.0,594297.0,64.5,567856.0,61.6,26441.0,4.4,6.18,87469,83504,87469
Montana,2024-09-30,454000.2589150255,2024,9,2024-09,918791.0,578616.0,63.0,561427.0,61.1,17189.0,3.0,6.18,72885,75340,72885
Delaware,2024-09-30,389897.02745688544,2024,9,2024-09,853980.0,511724.0,59.9,491643.0,57.6,20081.0,3.9,6.18,83751,87534,83751
South Dakota,2024-09-30,303197.86337051744,2024,9,2024-09,715375.0,486854.0,68.1,477793.0,66.8,9061.0,1.9,6.18,73920,76881,73920
North Dakota,2024-09-30,262985.3230584431,2024,9,2024-09,614108.0,426589.0,69.5,415877.0,67.7,10712.0,2.5,6.18,78773,77871,78773
Alaska,2024-09-30,364987.3650560984,2024,9,2024-09,554607.0,361522.0,65.2,344923.0,62.2,16599.0,4.6,6.18,89176,95665,89176
District of Columbia,2024-09-30,606483.4796161171,2024,9,2024-09,569803.0,413560.0,72.6,391317.0,68.7,22243.0,5.4,6.18,111389,109707,111389
Vermont,2024-09-30,396679.776621461,2024,9,2024-09,544529.0,353705.0,65.0,345086.0,63.4,8619.0,2.4,6.18,83597,82730,83597
Wyoming,2024-09-30,346354.31621863873,2024,9,2024-09,466104.0,292307.0,62.7,282757.0,60.7,9550.0,3.3,6.18,74542,75532,74542
California,2024-10-31,786466.6304417239,2024,10,2024-10,31709203.0,19748657.0,62.3,18682863.0,58.9,1065794.0,5.4,6.428,98328,100149,98328
Texas,2024-10-31,309457.44553995825,2024,10,2024-10,24250159.0,15745766.0,64.9,15086833.0,62.2,658933.0,4.2,6.428,78006,79721,78006
Florida,2024-10-31,398062.4062807001,2024,10,2024-10,19096893.0,11116877.0,58.2,10731276.0,56.2,385601.0,3.5,6.428,75465,77735,75465
New York,2024-10-31,477711.6999345445,2024,10,2024-10,16356332.0,9944825.0,60.8,9533035.0,58.3,411790.0,4.1,6.428,84507,85820,84507
Pennsylvania,2024-10-31,271329.57852567855,2024,10,2024-10,10606589.0,6542450.0,61.7,6285323.0,59.3,257127.0,3.9,6.428,75993,77545,75993
Illinois,2024-10-31,267686.41959002474,2024,10,2024-10,10232764.0,6654765.0,65.0,6328108.0,61.8,326657.0,4.9,6.428,82666,83211,82666
Ohio,2024-10-31,229246.30107971388,2024,10,2024-10,9484122.0,5959154.0,62.8,5685629.0,59.9,273525.0,4.6,6.428,69761,72212,69761
Georgia,2024-10-31,339965.7889344356,2024,10,2024-10,8837259.0,5425189.0,61.4,5236734.0,59.3,188455.0,3.5,6.428,76825,79991,76825
North Carolina,2024-10-31,337151.248656629,2024,10,2024-10,8820882.0,5294735.0,60.0,5097624.0,57.8,197111.0,3.7,6.428,72884,73958,72884
Michigan,2024-10-31,245665.09424913567,2024,10,2024-10,8189905.0,5075135.0,62.0,4814361.0,58.8,260774.0,5.1,6.428,71216,72389,71216
New Jersey,2024-10-31,541872.3269407729,2024,10,2024-10,7681135.0,4900103.0,63.8,4669184.0,60.8,230919.0,4.7,6.428,102713,104294,102713
Virginia,2024-10-31,401205.9881097378,2024,10,2024-10,7000945.0,4553527.0,65.0,4414466.0,63.1,139061.0,3.1,6.428,92573,92090,92573
Washington,2024-10-31,599100.4877649461,2024,10,2024-10,6405263.0,4037685.0,63.0,3861103.0,60.3,176582.0,4.4,6.428,97384,99389,97384
Arizona,2024-10-31,435972.5261409511,2024,10,2024-10,6069948.0,3761189.0,62.0,3612363.0,59.5,148826.0,4.0,6.428,79587,81486,79587
Massachusetts,2024-10-31,639569.0403758781,2024,10,2024-10,5915987.0,3937670.0,66.6,3776524.0,63.8,161146.0,4.1,6.428,102792,104828,102792
Tennessee,2024-10-31,331675.07951944234,2024,10,2024-10,5787733.0,3480823.0,60.1,3357186.0,58.0,123637.0,3.6,6.428,69618,71997,69618
Indiana,2024-10-31,242024.3734712524,2024,10,2024-10,5468582.0,3497485.0,64.0,3353046.0,61.3,144439.0,4.1,6.428,71519,71959,71519
Maryland,2024-10-31,423711.81667425553,2024,10,2024-10,4986964.0,3246054.0,65.1,3137871.0,62.9,108183.0,3.3,6.428,101577,102905,101577
Missouri,2024-10-31,252532.60151227828,2024,10,2024-10,4958131.0,3151313.0,63.6,3033268.0,61.2,118045.0,3.7,6.428,70558,71589,70558
Wisconsin,2024-10-31,306956.0257441222,2024,10,2024-10,4824113.0,3146548.0,65.2,3049331.0,63.2,97217.0,3.1,6.428,76823,77488,76823
Colorado,2024-10-31,557096.2915633669,2024,10,2024-10,4832520.0,3274230.0,67.8,3132333.0,64.8,141897.0,4.3,6.428,95641,97113,95641
Minnesota,2024-10-31,332321.8560037516,2024,10,2024-10,4618485.0,3150789.0,68.2,3048488.0,66.0,102301.0,3.2,6.428,87586,87117,87586
South Carolina,2024-10-31,303006.93345051823,2024,10,2024-10,4413476.0,2580702.0,58.5,2467853.0,55.9,112849.0,4.4,6.428,69796,72350,69796
Alabama,2024-10-31,232721.853429296,2024,10,2024-10,4108800.0,2372572.0,57.7,2299416.0,56.0,73156.0,3.1,6.428,64040,66659,64040
Louisiana,2024-10-31,208411.3682208306,2024,10,2024-10,3595063.0,2089020.0,58.1,1995560.0,55.5,93460.0,4.5,6.428,59940,60986,59940
Kentucky,2024-10-31,221740.89980955303,2024,10,2024-10,3612699.0,2109114.0,58.4,2005351.0,55.5,103763.0,4.9,6.428,62914,64526,62914
Oregon,2024-10-31,499888.0506521976,2024,10,2024-10,3509935.0,2200236.0,62.7,2102423.0,59.9,97813.0,4.4,6.428,82515,85220,82515
Oklahoma,2024-10-31,213041.72760063503,2024,10,2024-10,3179095.0,2003563.0,63.0,1941228.0,61.1,62335.0,3.1,6.428,63963,66148,63963
Connecticut,2024-10-31,411577.4992890172,2024,10,2024-10,3009088.0,1939945.0,64.5,1873621.0,62.3,66324.0,3.4,6.428,94358,96049,94358
Utah,2024-10-31,519483.7823345143,2024,10,2024-10,2677195.0,1832988.0,68.5,1771430.0,66.2,61558.0,3.4,6.428,96166,96658,96166
Iowa,2024-10-31,218358.5380257381,2024,10,2024-10,2555045.0,1716983.0,67.2,1657874.0,64.9,59109.0,3.4,6.428,73532,75501,73532
Nevada,2024-10-31,451146.2782453696,2024,10,2024-10,2626571.0,1649918.0,62.8,1559896.0,59.4,90022.0,5.5,6.428,78608,81134,78608
Arkansas,2024-10-31,214640.36821327743,2024,10,2024-10,2433781.0,1419842.0,58.3,1368786.0,56.2,51056.0,3.6,6.428,60425,62106,60425
Mississippi,2024-10-31,186788.1607487486,2024,10,2024-10,2316422.0,1289297.0,55.7,1243212.0,53.7,46085.0,3.6,6.428,55796,59127,55796
Kansas,2024-10-31,233789.66437594927,2024,10,2024-10,2306574.0,1557847.0,67.5,1499681.0,65.0,58166.0,3.7,6.428,72400,75514,72400
New Mexico,2024-10-31,309190.4156115541,2024,10,2024-10,1704740.0,985336.0,57.8,943701.0,55.4,41635.0,4.2,6.428,64097,67816,64097
Nebraska,2024-10-31,263560.27140328015,2024,10,2024-10,1559163.0,1084937.0,69.6,1054429.0,67.6,30508.0,2.8,6.428,76781,76376,76781
Idaho,2024-10-31,463210.2349450851,2024,10,2024-10,1570972.0,1002913.0,63.8,966430.0,61.5,36483.0,3.6,6.428,77144,81166,77144
West Virginia,2024-10-31,169138.83759322658,2024,10,2024-10,1433651.0,786361.0,54.9,755327.0,52.7,31034.0,3.9,6.428,57591,60798,57591
Hawaii,2024-10-31,851143.2212471684,2024,10,2024-10,1133822.0,685209.0,60.4,666567.0,58.8,18642.0,2.7,6.428,98123,100745,98123
New Hampshire,2024-10-31,487992.1490605146,2024,10,2024-10,1179614.0,773196.0,65.5,751766.0,63.7,21430.0,2.8,6.428,99683,99782,99683
Maine,2024-10-31,402549.7754940671,2024,10,2024-10,1179267.0,709513.0,60.2,686935.0,58.3,22578.0,3.2,6.428,75899,76442,75899
Rhode Island,2024-10-31,477689.5953577299,2024,10,2024-10,922477.0,594317.0,64.4,567857.0,61.6,26460.0,4.5,6.428,87469,83504,87469
Montana,2024-10-31,456060.2771195535,2024,10,2024-10,919677.0,577650.0,62.8,560773.0,61.0,16877.0,2.9,6.428,72885,75340,72885
Delaware,2024-10-31,391240.5201082225,2024,10,2024-10,854991.0,512133.0,59.9,492040.0,57.5,20093.0,3.9,6.428,83751,87534,83751
South Dakota,2024-10-31,304318.57665580395,2024,10,2024-10,716169.0,487413.0,68.1,478273.0,66.8,9140.0,1.9,6.428,73920,76881,73920
North Dakota,2024-10-31,263905.841157361,2024,10,2024-10,614631.0,426909.0,69.5,416159.0,67.7,10750.0,2.5,6.428,78773,77871,78773
Alaska,2024-10-31,366216.8696735064,2024,10,2024-10,554861.0,361833.0,65.2,345263.0,62.2,16570.0,4.6,6.428,89176,95665,89176
District of Columbia,2024-10-31,606387.8524260154,2024,10,2024-10,570074.0,414091.0,72.6,391747.0,68.7,22344.0,5.4,6.428,111389,109707,111389
Vermont,2024-10-31,396267.2989249863,2024,10,2024-10,544597.0,353576.0,64.9,344853.0,63.3,8723.0,2.5,6.428,83597,82730,83597
Wyoming,2024-10-31,349096.5833998841,2024,10,2024-10,466473.0,291996.0,62.6,282392.0,60.5,9604.0,3.3,6.428,74542,75532,74542
California,2024-11-30,788266.4779407348,2024,11,2024-11,31720201.0,19754660.0,62.3,18693239.0,58.9,1061421.0,5.4,6.805,98328,100149,98328
Texas,2024-11-30,309078.6206860537,2024,11,2024-11,24283229.0,15764862.0,64.9,15110371.0,62.2,654491.0,4.2,6.805,78006,79721,78006
Florida,2024-11-30,396845.3043430873,2024,11,2024-11,19114704.0,11115854.0,58.2,10729314.0,56.1,386540.0,3.5,6.805,75465,77735,75465
New York,2024-11-30,479528.64721999486,2024,11,2024-11,16359416.0,9946572.0,60.8,9538060.0,58.3,408512.0,4.1,6.805,84507,85820,84507
Pennsylvania,2024-11-30,272230.20942873013,2024,11,2024-11,10609535.0,6535011.0,61.6,6274824.0,59.1,260187.0,4.0,6.805,75993,77545,75993
Illinois,2024-11-30,268624.1454038248,2024,11,2024-11,10236825.0,6650971.0,65.0,6330069.0,61.8,320902.0,4.8,6.805,82666,83211,82666
Ohio,2024-11-30,229881.97675375704,2024,11,2024-11,9488746.0,5963937.0,62.9,5684539.0,59.9,279398.0,4.7,6.805,69761,72212,69761
Georgia,2024-11-30,339365.14329239354,2024,11,2024-11,8846769.0,5421199.0,61.3,5234579.0,59.2,186620.0,3.4,6.805,76825,79991,76825
North Carolina,2024-11-30,337124.6211614876,2024,11,2024-11,8832795.0,5292575.0,59.9,5094520.0,57.7,198055.0,3.7,6.805,72884,73958,72884
Michigan,2024-11-30,246306.72527796007,2024,11,2024-11,8193801.0,5075936.0,61.9,4811279.0,58.7,264657.0,5.2,6.805,71216,72389,71216
New Jersey,2024-11-30,544267.2334951202,2024,11,2024-11,7685545.0,4897135.0,63.7,4663984.0,60.7,233151.0,4.8,6.805,102713,104294,102713
Virginia,2024-11-30,402466.9216881629,2024,11,2024-11,7007204.0,4552686.0,65.0,4411710.0,63.0,140976.0,3.1,6.805,92573,92090,92573
Washington,2024-11-30,601496.7065077783,2024,11,2024-11,6412206.0,4037927.0,63.0,3862895.0,60.2,175032.0,4.3,6.805,97384,99389,97384
Arizona,2024-11-30,435429.8008302306,2024,11,2024-11,6076639.0,3767683.0,62.0,3616149.0,59.5,151534.0,4.0,6.805,79587,81486,79587
Massachusetts,2024-11-30,641150.7922960632,2024,11,2024-11,5918000.0,3939859.0,66.6,3778846.0,63.9,161013.0,4.1,6.805,102792,104828,102792
Tennessee,2024-11-30,331574.5939407067,2024,11,2024-11,5793036.0,3487578.0,60.2,3363571.0,58.1,124007.0,3.6,6.805,69618,71997,69618
Indiana,2024-11-30,242808.1770326372,2024,11,2024-11,5472289.0,3501124.0,64.0,3358958.0,61.4,142166.0,4.1,6.805,71519,71959,71519
Maryland,2024-11-30,425229.316295095,2024,11,2024-11,4989651.0,3246299.0,65.1,3137090.0,62.9,109209.0,3.4,6.805,101577,102905,101577
Missouri,2024-11-30,253316.6039525373,2024,11,2024-11,4961064.0,3152923.0,63.6,3033794.0,61.2,119129.0,3.8,6.805,70558,71589,70558
Wisconsin,2024-11-30,308127.8441795139,2024,11,2024-11,4826560.0,3144871.0,65.2,3045839.0,63.1,99032.0,3.1,6.805,76823,77488,76823
Colorado,2024-11-30,558020.340929449,2024,11,2024-11,4835266.0,3273918.0,67.7,3132055.0,64.8,141863.0,4.3,6.805,95641,97113,95641
